Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
United States,USA,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN,2086628.0,2062090.0,2012201.0,1944887.0,1872079.0,1803439.0,1744045.0,1689275.0,1642589.0,1607429.0,1585830.0,1581892.0,1592656.0,1612003.0,1630996.0,1643188.0,1642369.0,1634516.0,1625164.0,1622501.0,1632243.0,1658789.0,1696671.0,1741003.0,1784910.0,1823245.0,1854753.0,1880352.0,1900891.0,1918150.0,1933345.0,1948653.0,1962855.0,1972582.0,1973294.0,1962421.0,1931340.0,1889054.0,1846863.0,1820520.0,1820819.0,1861128.0,1926853.0,2004392.0,2074324.0,2122249.0,2142056.0,2141341.0,2122688.0,2091332.0,2052262.0,2007437.0,1955373.0,1903697.0,1862441.0,1838637.0,1839437.0,1858277.0,1889074.0,1922530.0,
United States,USA,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN,2182188.0,2155837.0,2103301.0,2032421.0,1955138.0,1881319.0,1817743.0,1758244.0,1707438.0,1670332.0,1650057.0,1649924.0,1667351.0,1695386.0,1723741.0,1744706.0,1752816.0,1753457.0,1750691.0,1750826.0,1758475.0,1774257.0,1796815.0,1824270.0,1853966.0,1883724.0,1915224.0,1946426.0,1975913.0,2002204.0,2024171.0,2040139.0,2052850.0,2059704.0,2057325.0,2044008.0,2010423.0,1965956.0,1922301.0,1895723.0,1897369.0,1941566.0,2012563.0,2095882.0,2170862.0,2222182.0,2243122.0,2241866.0,2221539.0,2188177.0,2147389.0,2100032.0,2045756.0,1992185.0,1949373.0,1924415.0,1924989.0,1943947.0,1975211.0,2009437.0,
United States,USA,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,2057135.0,2079403.0,2020955.0,1982711.0,1936784.0,1887515.0,1823978.0,1788311.0,1738744.0,1694799.0,1659542.0,1599357.0,1622662.0,1616258.0,1613307.0,1610873.0,1633047.0,1599488.0,1597280.0,1601118.0,1613060.0,1636000.0,1666688.0,1701704.0,1737774.0,1772122.0,1818928.0,1833991.0,1861064.0,1885240.0,1906344.0,1931770.0,1942010.0,1954180.0,1960014.0,1958406.0,1971226.0,1919971.0,1896293.0,1879387.0,1874946.0,1837319.0,1923696.0,1960341.0,1996227.0,2025414.0,2101298.0,2058043.0,2063985.0,2060663.0,2047594.0,2052268.0,1996133.0,1962073.0,1931126.0,1908486.0,1857392.0,1899428.0,1905931.0,1916465.0,
United States,USA,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,2146187.0,2173314.0,2107850.0,2067894.0,2019586.0,1967257.0,1905722.0,1863867.0,1812010.0,1766596.0,1731298.0,1662407.0,1696103.0,1692253.0,1692914.0,1694846.0,1732779.0,1696327.0,1700594.0,1708858.0,1722118.0,1756456.0,1762678.0,1788670.0,1816875.0,1846172.0,1884862.0,1910774.0,1942261.0,1971206.0,1996469.0,2022256.0,2031803.0,2043154.0,2048120.0,2045813.0,2056117.0,2004843.0,1980095.0,1962600.0,1958294.0,1916018.0,2010848.0,2049873.0,2088015.0,2119007.0,2199675.0,2153146.0,2159248.0,2155881.0,2142710.0,2146780.0,2088517.0,2053061.0,2020749.0,1996871.0,1943812.0,1986603.0,1992661.0,2003035.0,
United States,USA,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,2029246.0,2056836.0,2072898.0,2009708.0,1985588.0,1952796.0,1900225.0,1843603.0,1820480.0,1772081.0,1728055.0,1666455.0,1611938.0,1633004.0,1612635.0,1597937.0,1609354.0,1624211.0,1581959.0,1588583.0,1600253.0,1617856.0,1638959.0,1669520.0,1698669.0,1729096.0,1773385.0,1814965.0,1824540.0,1853688.0,1879306.0,1908157.0,1929874.0,1935458.0,1946255.0,1952936.0,1971436.0,1982326.0,1935973.0,1927618.0,1920649.0,1883026.0,1850684.0,1932761.0,1942462.0,1956681.0,2022965.0,2082145.0,2019690.0,2036238.0,2042065.0,2050268.0,2052155.0,2005413.0,1983301.0,1962568.0,1916244.0,1874923.0,1922813.0,1916403.0,
United States,USA,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,2113721.0,2145888.0,2165669.0,2093588.0,2068761.0,2034609.0,1984217.0,1928647.0,1901142.0,1851726.0,1806672.0,1735970.0,1674121.0,1704378.0,1683226.0,1669594.0,1696161.0,1721843.0,1670039.0,1682494.0,1698098.0,1725125.0,1754843.0,1760330.0,1786058.0,1813784.0,1849888.0,1885499.0,1910128.0,1940693.0,1968406.0,1997971.0,2020911.0,2025360.0,2037044.0,2044437.0,2061218.0,2070568.0,2026129.0,2017026.0,2009369.0,1967438.0,1931174.0,2021208.0,2031048.0,2045824.0,2116224.0,2179036.0,2112212.0,2130080.0,2136960.0,2144853.0,2146426.0,2098202.0,2074964.0,2053017.0,2004955.0,1961713.0,2010298.0,2003058.0,
United States,USA,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,2002311.0,2033295.0,2057249.0,2066479.0,2019709.0,2000786.0,1960078.0,1911975.0,1862487.0,1839513.0,1791063.0,1730868.0,1672383.0,1624342.0,1626672.0,1601977.0,1602228.0,1609115.0,1616022.0,1584315.0,1593625.0,1606110.0,1621865.0,1641246.0,1667294.0,1693838.0,1734707.0,1774993.0,1811059.0,1823791.0,1852626.0,1884343.0,1909651.0,1928260.0,1932124.0,1946130.0,1969309.0,1986761.0,1994135.0,1965994.0,1958438.0,1924400.0,1887875.0,1862318.0,1910141.0,1912846.0,1967366.0,2022239.0,2063768.0,2017675.0,2036114.0,2046192.0,2052826.0,2051517.0,2020894.0,2002650.0,1963251.0,1922727.0,1891610.0,1921537.0,
United States,USA,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,2083837.0,2118957.0,2146805.0,2158221.0,2103722.0,2084761.0,2046298.0,1999629.0,1950484.0,1925952.0,1875822.0,1806726.0,1739981.0,1685882.0,1691847.0,1665915.0,1680772.0,1698436.0,1711546.0,1670346.0,1685504.0,1704749.0,1728534.0,1753138.0,1761445.0,1786611.0,1819465.0,1853115.0,1885817.0,1911124.0,1940472.0,1973099.0,2000030.0,2020564.0,2024392.0,2040215.0,2062469.0,2078971.0,2085681.0,2059982.0,2051256.0,2013578.0,1972975.0,1944403.0,1996921.0,1999247.0,2057049.0,2115225.0,2159338.0,2110418.0,2130653.0,2140623.0,2147252.0,2145728.0,2114020.0,2094670.0,2053843.0,2011482.0,1978604.0,2008621.0,
United States,USA,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,1975681.0,2008560.0,2038049.0,2057754.0,2059244.0,2032987.0,2004678.0,1966363.0,1922956.0,1880976.0,1848258.0,1791868.0,1732657.0,1678133.0,1637380.0,1620592.0,1609710.0,1607791.0,1609522.0,1607509.0,1592975.0,1600537.0,1611186.0,1625209.0,1643282.0,1666021.0,1702711.0,1740656.0,1776659.0,1806783.0,1826700.0,1860667.0,1889062.0,1911420.0,1927820.0,1938107.0,1965041.0,1987973.0,2002803.0,2004533.0,1988824.0,1961207.0,1924841.0,1890967.0,1874132.0,1890701.0,1932023.0,1979717.0,2022279.0,2044836.0,2030178.0,2040743.0,2050204.0,2054860.0,2050113.0,2030498.0,1999585.0,1962618.0,1928344.0,1907921.0,
United States,USA,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,2055583.0,2092037.0,2125396.0,2147926.0,2149540.0,2119097.0,2093003.0,2056384.0,2013914.0,1972039.0,1938393.0,1873781.0,1806092.0,1744044.0,1698219.0,1680773.0,1684004.0,1692893.0,1701342.0,1701342.0,1683426.0,1694607.0,1711797.0,1731853.0,1750972.0,1764705.0,1793730.0,1824665.0,1856027.0,1886185.0,1913157.0,1948097.0,1978335.0,2003074.0,2021740.0,2033484.0,2060270.0,2082850.0,2097394.0,2099263.0,2084617.0,2054291.0,2014085.0,1976552.0,1957798.0,1975886.0,2019544.0,2069996.0,2115148.0,2139329.0,2124304.0,2134867.0,2144544.0,2149308.0,2144234.0,2123650.0,2091669.0,2053064.0,2016975.0,1995089.0,
United States,USA,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,1948705.0,1982414.0,2015507.0,2042896.0,2057447.0,2050900.0,2035167.0,2007547.0,1971857.0,1933533.0,1899334.0,1848730.0,1791614.0,1734265.0,1684542.0,1651379.0,1629840.0,1618718.0,1614003.0,1609615.0,1598105.0,1600910.0,1606671.0,1615601.0,1628304.0,1645317.0,1677213.0,1711915.0,1746664.0,1777963.0,1801924.0,1837470.0,1868391.0,1894050.0,1914354.0,1928985.0,1958831.0,1986240.0,2007361.0,2017431.0,2012316.0,1993216.0,1960602.0,1923493.0,1894256.0,1887040.0,1914462.0,1952833.0,1992829.0,2021790.0,2024696.0,2034626.0,2045259.0,2053693.0,2056126.0,2047878.0,2026419.0,1995175.0,1961102.0,1933584.0,
United States,USA,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,2028006.0,2064641.0,2101425.0,2132042.0,2147825.0,2139002.0,2125368.0,2099600.0,2065311.0,2027916.0,1994027.0,1936244.0,1871028.0,1805517.0,1748706.0,1711132.0,1703247.0,1703031.0,1705645.0,1704348.0,1690954.0,1693984.0,1704107.0,1718759.0,1734718.0,1748116.0,1772823.0,1800376.0,1829554.0,1858988.0,1886949.0,1923424.0,1956253.0,1984543.0,2007628.0,2024582.0,2055023.0,2082671.0,2103906.0,2114280.0,2110117.0,2089428.0,2053546.0,2012596.0,1980315.0,1972354.0,2001104.0,2041525.0,2083853.0,2114782.0,2118429.0,2128359.0,2139338.0,2148122.0,2150567.0,2141771.0,2119629.0,2087028.0,2051229.0,2022060.0,
United States,USA,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN,1920736.0,1954243.0,1989836.0,2022547.0,2046939.0,2056028.0,2053003.0,2036306.0,2009609.0,1976941.0,1943983.0,1901156.0,1848109.0,1791174.0,1736557.0,1691936.0,1660249.0,1640378.0,1628382.0,1619904.0,1608815.0,1607032.0,1608068.0,1612146.0,1619769.0,1631397.0,1657925.0,1688732.0,1721179.0,1752317.0,1778692.0,1815198.0,1847924.0,1876380.0,1900192.0,1918884.0,1950894.0,1981835.0,2008164.0,2025336.0,2029425.0,2021004.0,1994182.0,1958176.0,1922354.0,1898658.0,1911716.0,1939838.0,1974399.0,2005430.0,2020106.0,2028195.0,2038961.0,2049253.0,2056415.0,2056556.0,2045439.0,2020977.0,1989867.0,1959206.0,
United States,USA,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN,2000153.0,2035908.0,2074873.0,2111021.0,2137479.0,2145859.0,2144637.0,2129967.0,2105016.0,2073953.0,2042369.0,1993813.0,1933360.0,1868336.0,1805561.0,1753956.0,1735551.0,1726668.0,1722696.0,1718503.0,1707178.0,1701948.0,1704938.0,1713522.0,1725270.0,1736897.0,1756742.0,1780473.0,1806714.0,1834492.0,1862338.0,1899522.0,1934212.0,1965367.0,1992248.0,2013844.0,2047057.0,2078902.0,2105751.0,2123424.0,2128416.0,2119622.0,2090397.0,2050767.0,2011307.0,1985262.0,1998518.0,2027986.0,2064408.0,2097438.0,2113542.0,2121541.0,2132671.0,2143468.0,2150904.0,2150853.0,2139467.0,2113945.0,2081314.0,2048986.0,
United States,USA,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN,1891124.0,1923436.0,1960460.0,1997351.0,2028793.0,2049872.0,2059645.0,2054056.0,2036627.0,2011253.0,1981898.0,1948850.0,1901854.0,1847296.0,1791441.0,1739861.0,1698572.0,1670435.0,1651581.0,1637735.0,1624907.0,1618704.0,1615180.0,1614567.0,1617374.0,1623933.0,1644560.0,1670858.0,1700310.0,1730093.0,1757401.0,1794295.0,1828157.0,1858637.0,1885510.0,1907923.0,1941448.0,1975074.0,2005566.0,2028678.0,2040662.0,2045152.0,2026226.0,1993294.0,1955964.0,1922349.0,1920819.0,1938004.0,1965969.0,1995466.0,2016846.0,2021804.0,2031580.0,2042776.0,2052481.0,2058300.0,2058332.0,2041626.0,2014624.0,1984176.0,
United States,USA,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN,1971071.0,2004972.0,2044966.0,2085311.0,2119421.0,2141055.0,2152054.0,2148585.0,2133368.0,2110144.0,2083062.0,2046187.0,1992841.0,1930538.0,1866286.0,1806211.0,1777965.0,1760934.0,1750735.0,1742470.0,1731188.0,1717569.0,1713339.0,1715808.0,1722487.0,1731098.0,1745484.0,1764903.0,1787820.0,1813100.0,1839814.0,1876831.0,1912604.0,1945944.0,1975965.0,2001608.0,2036702.0,2071865.0,2103461.0,2127293.0,2140177.0,2145505.0,2125240.0,2089295.0,2048194.0,2011224.0,2008575.0,2026343.0,2055767.0,2087029.0,2110158.0,2114851.0,2124908.0,2136642.0,2146803.0,2152712.0,2152929.0,2135486.0,2107174.0,2075188.0,
United States,USA,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,1859219.0,1891740.0,1926804.0,1966767.0,2004080.0,2033936.0,2054645.0,2062211.0,2054283.0,2036526.0,2012773.0,1988939.0,1952564.0,1902355.0,1847213.0,1792751.0,1744883.0,1706555.0,1681297.0,1662470.0,1646181.0,1635569.0,1627810.0,1622666.0,1620817.0,1622597.0,1637458.0,1658046.0,1683850.0,1711544.0,1738446.0,1774574.0,1809585.0,1841370.0,1870480.0,1896221.0,1930591.0,1966270.0,1999980.0,2027891.0,2046537.0,2061362.0,2057383.0,2029561.0,1992621.0,1954906.0,1941750.0,1944602.0,1965046.0,1991607.0,2015354.0,2017906.0,2023386.0,2034447.0,2045827.0,2054874.0,2063707.0,2058729.0,2036894.0,2007885.0,
United States,USA,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN,1939808.0,1973241.0,2010929.0,2054227.0,2094568.0,2125973.0,2147626.0,2156555.0,2151324.0,2136479.0,2115750.0,2089518.0,2049225.0,1991933.0,1928380.0,1864860.0,1829591.0,1802961.0,1786975.0,1774916.0,1762074.0,1741191.0,1728361.0,1724647.0,1726228.0,1730769.0,1739892.0,1753609.0,1772763.0,1795213.0,1819865.0,1855896.0,1891823.0,1926618.0,1959146.0,1988210.0,2024722.0,2061879.0,2097350.0,2126485.0,2146063.0,2163029.0,2158674.0,2128747.0,2088398.0,2046851.0,2031698.0,2033561.0,2055068.0,2083292.0,2108793.0,2110744.0,2116413.0,2127935.0,2139821.0,2149165.0,2158456.0,2153325.0,2130407.0,2099987.0,
United States,USA,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN,1824372.0,1859722.0,1893012.0,1930259.0,1972301.0,2009722.0,2038508.0,2058370.0,2063947.0,2054084.0,2036300.0,2019840.0,1994803.0,1956073.0,1903606.0,1848206.0,1798035.0,1751289.0,1715228.0,1691839.0,1672438.0,1657348.0,1645440.0,1636248.0,1629902.0,1627062.0,1636643.0,1651304.0,1671591.0,1696501.0,1722221.0,1756161.0,1791435.0,1825124.0,1855702.0,1883896.0,1918484.0,1955506.0,1991817.0,2023484.0,2047560.0,2067778.0,2078548.0,2067692.0,2033109.0,1993124.0,1973012.0,1962791.0,1969139.0,1991597.0,2016067.0,2017907.0,2018850.0,2024451.0,2036553.0,2048045.0,2061715.0,2067738.0,2058199.0,2031770.0,
United States,USA,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN,1905410.0,1940986.0,1976529.0,2017082.0,2062324.0,2101999.0,2131981.0,2152508.0,2159842.0,2153772.0,2140075.0,2121735.0,2095179.0,2052326.0,1991708.0,1926867.0,1888504.0,1853988.0,1828632.0,1813134.0,1798925.0,1772520.0,1751601.0,1739069.0,1735503.0,1735963.0,1740387.0,1748227.0,1761436.0,1780669.0,1802981.0,1837210.0,1872469.0,1907735.0,1942089.0,1973986.0,2011664.0,2050141.0,2087732.0,2121306.0,2146737.0,2170485.0,2181940.0,2169693.0,2132456.0,2088754.0,2066490.0,2053866.0,2059447.0,2083536.0,2109961.0,2110668.0,2111582.0,2117636.0,2130173.0,2142031.0,2156139.0,2162519.0,2152613.0,2124907.0,
United States,USA,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN,1788825.0,1825984.0,1860870.0,1894369.0,1932953.0,1976765.0,2013330.0,2042041.0,2061267.0,2065256.0,2053760.0,2042113.0,2025712.0,2000456.0,1960351.0,1905966.0,1854848.0,1804745.0,1758403.0,1723573.0,1701444.0,1683896.0,1667714.0,1654636.0,1644433.0,1637132.0,1641620.0,1651010.0,1665208.0,1684797.0,1708600.0,1739715.0,1773568.0,1808541.0,1841772.0,1871597.0,1905380.0,1942979.0,1981141.0,2015969.0,2044338.0,2066603.0,2085495.0,2093789.0,2078207.0,2037851.0,2010660.0,1992787.0,1984592.0,1993182.0,2016971.0,2021460.0,2020346.0,2019279.0,2024760.0,2037831.0,2055065.0,2067182.0,2070837.0,2057271.0,
United States,USA,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN,1870328.0,1906588.0,1943265.0,1980008.0,2022090.0,2068623.0,2106772.0,2136311.0,2156178.0,2162837.0,2156709.0,2143717.0,2126913.0,2100902.0,2056132.0,1992151.0,1951070.0,1913199.0,1879079.0,1854422.0,1839119.0,1810202.0,1783382.0,1761924.0,1749320.0,1745669.0,1746686.0,1749546.0,1756264.0,1769308.0,1788948.0,1821180.0,1855039.0,1889952.0,1925090.0,1959188.0,1997712.0,2037409.0,2076234.0,2112064.0,2142497.0,2170067.0,2190956.0,2198672.0,2180905.0,2137440.0,2108532.0,2087854.0,2076942.0,2085073.0,2111149.0,2114390.0,2112795.0,2112081.0,2118073.0,2131447.0,2148826.0,2161436.0,2165470.0,2151471.0,
United States,USA,"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN,1754820.0,1790681.0,1828229.0,1862101.0,1894979.0,1934601.0,1980197.0,2015910.0,2044752.0,2063736.0,2066436.0,2059151.0,2046719.0,2031370.0,2006895.0,1965774.0,1913001.0,1862961.0,1812184.0,1765178.0,1730962.0,1713143.0,1694539.0,1677395.0,1663576.0,1652612.0,1651678.0,1656499.0,1665436.0,1678775.0,1697454.0,1725748.0,1756903.0,1791216.0,1826746.0,1859974.0,1892070.0,1929081.0,1968190.0,2005390.0,2037480.0,2062504.0,2082120.0,2101260.0,2109230.0,2089936.0,2053108.0,2029898.0,2013331.0,2005892.0,2016046.0,2024726.0,2026740.0,2022269.0,2018953.0,2024247.0,2046268.0,2060716.0,2071718.0,2073533.0,
United States,USA,"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN,1837008.0,1870636.0,1908846.0,1945730.0,1982362.0,2025339.0,2073042.0,2109887.0,2139439.0,2159556.0,2166323.0,2159207.0,2146542.0,2132154.0,2107345.0,2060628.0,2015662.0,1976358.0,1938610.0,1904292.0,1880033.0,1850736.0,1821903.0,1794155.0,1771785.0,1758877.0,1757149.0,1756948.0,1758407.0,1764346.0,1777550.0,1807747.0,1839857.0,1873767.0,1908864.0,1944064.0,1982928.0,2023713.0,2063823.0,2100813.0,2133641.0,2166026.0,2189444.0,2209238.0,2215591.0,2193413.0,2155411.0,2130068.0,2110140.0,2099753.0,2109844.0,2117662.0,2119074.0,2114585.0,2111797.0,2117553.0,2139353.0,2153950.0,2165620.0,2167987.0,
United States,USA,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN,1707252.0,1756331.0,1793159.0,1830556.0,1862598.0,1894564.0,1938290.0,1982618.0,2017679.0,2047038.0,2066077.0,2071773.0,2063325.0,2051109.0,2037827.0,2014507.0,1972617.0,1921553.0,1871827.0,1819275.0,1770975.0,1742860.0,1724014.0,1704487.0,1686817.0,1672509.0,1666736.0,1666548.0,1671438.0,1679524.0,1691795.0,1714136.0,1742593.0,1774331.0,1809953.0,1846495.0,1879229.0,1914745.0,1953492.0,1992023.0,2027010.0,2055274.0,2077150.0,2095690.0,2117225.0,2125898.0,2101713.0,2070103.0,2049919.0,2033366.0,2026007.0,2025969.0,2032372.0,2031504.0,2023437.0,2017809.0,2034759.0,2053343.0,2065438.0,2075850.0,
United States,USA,"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN,1787491.0,1835995.0,1872006.0,1911287.0,1947088.0,1982993.0,2030598.0,2075829.0,2111815.0,2142277.0,2163424.0,2168409.0,2160884.0,2149434.0,2138127.0,2114498.0,2082708.0,2040296.0,2002386.0,1964146.0,1929319.0,1891894.0,1862786.0,1833515.0,1804457.0,1780944.0,1770983.0,1768166.0,1766911.0,1767312.0,1772797.0,1796959.0,1827021.0,1859424.0,1893914.0,1929384.0,1967812.0,2008927.0,2050379.0,2088735.0,2122652.0,2157933.0,2185610.0,2206635.0,2227704.0,2233819.0,2208351.0,2175183.0,2152545.0,2132156.0,2121702.0,2118246.0,2124430.0,2123420.0,2115590.0,2110559.0,2127246.0,2145595.0,2157966.0,2169370.0,
